n|rsc|name|format|dateCr|dateMo|id|size
0|02|מאגר מחקרים מאוחד 2012-2022|CSV|2022-05-25|2023-02-13|5a99a36e-1222-4ca9-b881-37409c67fd79|580561
2|04|הסכמי שיתוף פעולה בינלאומיים בתחום המדע|CSV|2019-11-11|2019-11-11|96c792d5-d33c-472d-8bf3-ef6d59dfc4c8|1455
3|05|מדינות - הסכמי שיתוף פעולה מדעי דו-לאומי|XLSX|2017-11-15|2017-11-20|e78841f7-aeb5-413a-a609-5842897f9b0a|None
4|06|חברי המועצה לקידום נשים במדע ובטכנולוגיה|XLSX|2017-11-15|2017-11-15|c9ae96f3-1cbe-46ff-a759-fe938edea56c|None
5|062019|אומדן ביצוע תקציב ליום 30 ביוני 2019 לא מבוקר.xlsx|XLSX|2019-08-15|2019-08-15|6f5fa994-3104-46a7-b9f0-437a60bd5407|46234
6|14|מלגות עידוד לנשים ללימודי הנדסת אלקטרואופטיקה וביואינפורמטיקה|CSV|2019-11-11|2019-11-11|55a7aba5-49b7-49a3-a1b0-4abdccf0135a|9378
9|19|חוגי מדע|XLSX|2017-11-15|2017-11-20|34c19798-754e-42ba-b877-6ce782b1439e|None
11|20|חוגי מדע -דרכי התקשרות עם מפעילי החוגים|XLSX|2017-11-15|2017-11-15|a59f548a-cbc6-4bf4-85d6-c889e2f5ff6e|None
13|2004-1997|תקציב וביצוע 2004-1997 כולל התחיבויות|XLSX|2017-01-02|2017-01-02|d373fc09-a088-4d4e-817a-161f943b03c5|None
18|2007|שינויי תקציב 2007|XLSX|2015-12-28|2015-12-28|be634955-fce4-4733-ab88-29e59d9392d0|None
18|2007|הסברים|ZIP|2015-12-28|2015-12-28|77149e3b-1e62-45ca-9e3f-dc2968e23218|None
19|2008|שינויי תקציב 2008|XLSX|2015-12-28|2015-12-28|c8fc2904-0f0d-4327-8a61-2265a9992218|None
19|2008|הסברים|ZIP|2015-12-28|2015-12-28|2a498c62-ca97-4c29-a60f-2e28a0da0b15|None
20|2009|שינויי תקציב 2009|XLSX|2015-12-28|2015-12-28|1bc22ac7-04db-4ec2-b626-007ac9f1e474|None
20|2009|הסברים|ZIP|2015-12-28|2015-12-28|022cc7bd-75e2-45fe-824f-bdd0ed3a8a33|None
37|2030|TAZ_JOB_DENS_2030_SHP|ZIP|2019-09-04|2019-09-04|da39d422-3980-48dd-8ec2-3f9d3fdc9200|1527196
37|2030|TAZ_JOB_DENS_2030_KML|ZIP|2019-09-18|2019-09-18|6d32e0a6-6a86-49ea-bb84-194110bccf66|2176676
37|2030|TAZ_JOB_DENS_2030_csv|CSV|2019-09-18|2019-09-18|11eb5ea7-8e3c-4c16-bb24-aaad5e16756f|22669
37|2030|מטאדאטה|PDF|2020-11-02|2020-11-02|35ace936-1745-4203-8afa-53708b46947c|163193
38|206|נתוני מדד חוף נקי|XLSX|2015-12-10|2022-04-03|b9c5393a-430f-457e-b5c7-93139186024f|1860233
39|209|רשימת עמותות וארגונים למען בעלי חיים|XLS|2015-12-08|2020-07-26|de991a4e-65d9-4f83-bac9-1090a74cd062|4512
40|21|מרכזי פר"ח לחונכות מדעים|XLSX|2017-11-15|2017-11-15|ac596ca9-43d3-4321-a6a7-2f0f66560921|None
41|257|פרסום מידע תעופתי פנים ארצי|RSS|2015-12-10|--|2c85a557-f14f-4b2e-bab1-ebf82327e1d3|None
42|258|מאגר דוחות חקירה בטיחותיים|RSS|2015-12-10|--|c4c74af1-107e-4cb1-a207-3b492f2aa924|None
43|276|חנויות ומסעדות בנתב"ג|CSV|2015-12-28|2015-12-28|9cc1be06-79e0-4f9b-b7a6-ad9af1293cc0|None
44|278|כתובות של שדות תעופה ומעברי גבול|CSV|2015-12-28|2015-12-28|4e8e8c11-5c97-4412-a3fd-1eb862eed668|None
45|280|סטטיסטיקה מעברי גבול|CSV|2015-12-28|2015-12-28|30663d4f-3f1d-4579-b08e-e72d00650798|None
46|285|רשימת סניפי ביטוח לאומי|XLS|2015-12-09|2015-12-09|cd822572-a32b-4ca5-9817-9ff4d0bc3cb8|None
47|287|הסכום הבסיסי לחישוב קיצבאות|XLS|2015-12-09|2015-12-09|62635bdd-3ffd-4ae5-90ca-ebf492aa661f|None
48|288|שכר מינימום|XLSX|2015-12-09|--|abc69039-d84c-4b13-9a64-06702e69ccac|None
49|289|שיעור דמי הביטוח כאחוז מההכנסה - שכיר בגיל הביטוח|XLS|2015-12-09|2015-12-09|50c34efd-34eb-4d40-b142-efeafa00fd64|None
50|29|most.DB.29.csv|CSV|2018-12-25|2018-12-25|9a9e7385-6c02-495f-b7ac-1be25d46bb5e|12278
51|290|שיעור דמי הביטוח כאחוז מההכנסה - עצמאי בגיל הביטוח|XLS|2015-12-09|2015-12-09|537b01ef-bf5a-402c-a9ca-de031b7624d8|None
52|291|שיעור דמי הביטוח כאחוז מההכנסה - לא עובד שכיר ולא עובד עצמאי בגיל הביטוח|XLS|2015-12-09|2015-12-09|453cbd07-12ca-44f8-88d6-176aaca2ae51|None
53|292|הכנסה מזערית ומרבית לחישוב דמי ביטוח ותקרת הכנסה לשיעור מופחת - עובד שכיר ומעסיק|XLS|2015-12-09|2015-12-09|cb0a059f-ed48-4624-947a-36916e75de7e|None
54|293|הכנסה מזערית ומרבית לחישוב דמי ביטוח ותקרת הכנסה לשיעור מופחת - עובד עצמאי|XLS|2015-12-09|2015-12-09|a6b34be6-6568-49b7-89fc-53ab8ae7a9f1|None
55|294|הכנסה מזערית ומרבית לחישוב דמי ביטוח ותקרת הכנסה לשיעור מופחת - לא עובד ולא עובד |XLS|2015-12-09|2015-12-09|19812058-182e-471f-90db-782955fee9f5|None
63|321|רשימת רחובות בישראל - מתעדכן|CSV|2020-03-03|2023-03-19|9ad3862c-8391-4b2f-84a4-2d4c68625f4b|1791478
63|321|רשימת רחובות ישראל - מתעדכן|XML|2020-03-03|2023-03-19|d04feead-6431-427f-81bc-d6a24151c1fb|7641623
63|321|רשימת רחובות ישראל|XML|2015-12-13|2019-04-02|4bc8ec43-08dd-4dc3-a6ab-bd52e137fb8c|9413141
63|321|רשימת רחובות ישראל|CSV|2015-12-13|2019-04-02|a7296d1a-f8c9-4b70-96c2-6ebb4352f8e3|2873025
63|321|רשימת רחובות בישראל|CSV|2019-05-02|2019-05-02|fbaa54f1-0ede-4343-a3f4-69c074cdfdcf|2873027
63|321|רחובות בישראל|XML|2019-05-02|2019-05-02|8df60acb-8786-49ea-8837-eb404c04959f|9413143
63|321|רשימת רחובות ישראל|CSV|2019-06-12|2019-06-12|3c318d87-b56a-49f6-b532-d9aa87d85a9a|2878512
63|321|רשימת רחובות ישראל|XML|2019-06-12|2019-06-12|bad3ce92-86cd-4e0b-b53e-c62baf195cc6|9431201
63|321|רשימת רחובות ישראל|XML|2019-07-02|2019-07-02|cba8c839-898a-4c65-aaeb-9584bac90901|9504871
63|321|רשימת רחובות ישראל|CSV|2019-07-02|2019-07-02|562d6e66-c902-4631-9ebe-a02d32d5c6bc|2900620
63|321|רשימת רחובות ישראל|CSV|2019-09-02|2019-09-02|c5c0259c-175f-44a2-a00d-3eaea5302741|2900625
63|321|רשימת רחובות ישראל|XML|2019-09-02|2019-09-02|4da33856-dfd5-4bb6-9cf7-0a5827fad419|9504876
63|321|רשימת רחובות ישראל|XML|2019-10-30|2019-10-30|51f50d88-210b-4f18-a3d2-31fa7090439d|9504876
63|321|רשימת רחובות בישראל|CSV|2019-10-30|2019-10-30|0f26cb4a-3f56-4e00-9e13-049294deb13b|2900625
63|321|רשימת רחובות בישראל|XML|2019-11-03|2019-11-03|e234f7f3-3a2f-4922-ba30-6d06f2007cf7|9540858
63|321|רשימת רחובות בישראל|CSV|2019-11-03|2019-11-03|8f3248b8-15c4-4af3-8f2c-b1267d3c1c8e|2911461
63|321|רשימת רחובות בישראל|CSV|2019-12-02|2019-12-02|b40e1955-3647-4a6b-b60a-172cf951a93a|2920456
63|321|רשימת רחובות בישראל|XML|2019-12-02|2019-12-02|9713f34e-d80a-4412-a6cb-eec49277cc76|9569792
63|321|רשימת רחובות בישראל|XML|2020-01-05|2020-01-05|f069af5f-8e17-45d1-bb7d-6416ad256adc|45705500
63|321|רשימת רחובות בישראל|CSV|2020-01-05|2020-01-28|e345cfc8-0996-49c3-8dcc-d2b123fce1bb|2929384
63|321|רשימת רחובות בישראל|XML|2020-02-03|2020-02-03|ce081b48-aa4c-4b59-a681-812872e69b86|9599040
63|321|רשימת רחובות בישראל|CSV|2020-02-03|2020-02-03|37000242-a00f-4632-93cd-f7c479925e1b|2929384
63|321|1234.xlsx|XLSX|2020-08-24|2020-08-24|72bd89da-9d77-40b7-ad34-f35f76e0773a|1665491
64|334|רשימת חברות |XML|2015-12-09|2015-12-09|43caca1a-2bb3-47e2-b5cb-bd193979aa00|None
65|335|Public Companies|XML|2015-12-09|2015-12-09|ac7d7800-8303-4555-bc4d-dbb5ee488a31|None
66|343|עזבונות 2009|XLS|2015-12-08|2015-12-08|99c9e494-814e-437f-b56f-10b34c65bcb6|None
66|343|עזבונות 2010|XLS|2015-12-08|2015-12-08|650238cb-20d8-425a-ad5b-b995e5ce736e|None
66|343|עזבונות 2011|XLS|2015-12-08|2015-12-08|23542ba4-045e-4a8a-8765-061278a78486|None
67|345|רופאים וטרינרים בישראל|CSV|2018-11-18|2023-03-24|14339de6-278c-49ed-a6c1-307044aaee3f|254974
68|348|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1977-1981|XLS|2015-12-15|--|1ad08b29-015d-476d-ae3c-5048f0d9c7de|None
69|350|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1982 - 1986|ZIP|2015-12-15|--|15498211-240d-40c6-8ed1-5a249644c783|None
70|351|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1987 - 1991|ZIP|2015-12-15|--|66016542-69e7-44ab-a2e8-81945e89d16c|None
71|352|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1992 - 1996|ZIP|2015-12-15|--|abee5551-7f76-4f42-86ff-fd3a3683f818|None
72|353|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 1997 - 2000|ZIP|2015-12-15|--|39cbad5c-cc51-4dc1-a273-82e8292605d0|None
73|354new|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2001 - 2006|ZIP|2015-12-15|--|c220c78b-8577-4fa1-9e0e-197eae674bac|None
74|355new|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2007 עד 2012|ZIP|2015-12-15|--|af269ae6-5535-41eb-8332-890838cee272|None
75|356|שערים ממוצעים לכל המטבעות היציגים - 2012|XLS|2015-12-08|2015-12-08|9dea0adc-15d3-4b13-86cb-8bb5cae6473b|None
76|357|שערים ממוצעים לכל המטבעות היציגים - 2011 פרטי המאגר|XLS|2015-12-08|2015-12-08|8b6067ec-41f9-4158-95a0-7eb79d02d751|None
77|358|שערים ממוצעים לכל המטבעות היציגים - 2010|XLS|2015-12-15|--|dcc6f705-4199-460a-a02d-9ebf49c2d527|None
78|360|שערים ממוצעים לכל המטבעות היציגים - 2009|XLS|2015-12-13|--|41ded3cd-1e42-4e42-a33b-4c57fd30260f|None
79|361|שערים ממוצעים לכל המטבעות היציגים - 2007|XLS|2015-12-13|--|50cc8f1e-1546-445d-9e85-951b852fa7a8|None
80|362|שערים ממוצעים לכל המטבעות היציגים - 2006|XLS|2015-12-13|--|4811a303-97a1-404a-b6d5-01726001870b|None
81|363|שערים ממוצעים לכל המטבעות היציגים - 2005|XLS|2015-12-13|--|70589f94-3997-4ead-a05a-8e65777d78a8|None
82|364|שערים ממוצעים לכל המטבעות היציגים - 2004|XLS|2015-12-09|2015-12-09|1fba9b62-faf8-407a-8eed-2372af5ad997|None
83|365|שערים ממוצעים לכל המטבעות היציגים - 2003|XLS|2015-12-09|2015-12-09|11a9cfd2-bafe-4639-8d74-e81d04edcd4d|None
84|366|שערים ממוצעים לכל המטבעות היציגים - 2002|XLS|2015-12-09|2015-12-09|96523b8e-c7ac-427f-952f-ff94ed9a0750|None
85|367|שערים ממוצעים לכל המטבעות היציגים - 2001|XLS|2015-12-13|--|53948378-3b40-458a-856b-a7d05527fb68|None
86|371|הריבית הממוצעת על משכנתאות צמודות למדד ומחשבון לחישוב עמלת פירעון מוקדם|XLS|2015-12-13|--|96ba107d-cc15-41cf-b223-5bb592e14666|None
87|374|הריבית הקבועה הממוצעת על משכנתאות במיגזר השיקלי הלא-צמוד|XLS|2015-12-13|--|8900966f-b1e0-4fcf-942b-0d31cb6a4ca9|None
88|375|רשימת תאגידים בנקאיים בישראל - כתובות וקישורים|CSV|2015-12-10|2023-01-04|ebb61778-e34c-4e67-8fcf-0e643d9cf8c2|3086
88|375|רשימת תאגידים בנקאיים בישראל - כתובות וקישורים|XML|2015-12-10|2015-12-10|b81de894-af46-4fb6-994e-ca873e5be17b|None
89|377|קובץ חשבונות מוגבלים של תאגידים|ZIP|2015-12-13|--|22b76984-ca91-4995-ba0e-dc9bae93de29|None
89|377|הסברים לקובץ חשבונות מוגבלים של תאגידים|PDF|2015-12-13|--|14e52a67-9b17-450d-9411-0f2a110b7b4a|None
90|379|נתונים חודשיים ושיעורי שינוי במדד המשולב|XLS|2015-12-13|--|6f1f94c8-8e5d-4771-9f87-ec8b098b676c|None
90|379|קישור להסברים על נתונים חודשיים ושיעורי שינוי במדד המשולב|PDF|2015-12-13|--|2fef9018-c67a-4e29-a04b-bdc48b2616a6|None
91|381|תשואות לפדיון על מק"מ||2015-12-09|--|d137dcbc-5d7d-4522-ac06-166239e3e428|None
92|408|מתקני ספורט בישראל|CSV|2015-12-09|2021-07-25|f8dbd3ed-2c62-4d0e-bbaa-b6a15a0e5f7d|3367011
92|408|רשימת מתקני הספורט לפי רשויות - מעודכן 25.7.21.xlsx|XLSX|2021-07-25|2021-07-25|2304b5de-c720-4b5c-bbc7-4cbab85e0ae8|1331394
93|425|רשימת מאגרי משרד החינוך|DOC|2015-12-28|2016-02-21|d45b9863-a0da-43a3-a768-ea74c7ad515b|None
94|46|חברי פורום מדענים ראשיים|CSV|2019-11-11|2019-11-11|db41ea48-8983-46b2-9f4a-41cedef36ed9|3090
95|48|סל מדע לרשיויות המקומיות|XLSX|2018-05-15|2018-05-15|479641a6-885c-48dd-81d1-f76ade5095ee|None
96|481|מידע על התחנות|CSV|2020-08-09|2023-02-27|83841660-b9c4-4ecc-a403-d435b3e8c92f|301419
96|481|הסבר אודות קובץ מידע על התחנות|PDF|2020-09-21|2020-09-21|ea4409c5-66d6-46a4-afa6-302fc0b11d85|463401
96|481|הסבר מופרט אודות מאגרי הנתונים של השירות המטאורולוגי|PDF|2020-09-21|2022-03-30|097db308-5952-424d-b34b-676c281d0e78|1872541
96|481|נתונים יומיים|CSV|2020-05-27|2023-02-27|cee3ad4a-4e77-4015-8245-52505417d7ea|98338010
96|481|הסבר אודות קובץ נתונים יומיים|PDF|2020-08-20|2022-02-08|727e120b-42da-4d04-bee8-bcfa0fd5a1d7|433563
96|481|נתונים שעתיים|CSV|2020-05-26|2023-02-27|c02e5c7d-0adb-4e04-a941-06e281180294|700683185
96|481|הסבר אודות קובץ נתונים שעתיים|PDF|2020-08-20|2022-02-08|37d25e73-99e4-4a9e-91a7-263d468d8407|355296
96|481|גשם יומי|CSV|2020-05-27|2023-02-27|e80b470f-fcbc-4987-a685-d4fbefbd75d1|81903369
96|481|הסבר אודות קובץ גשם יומי|PDF|2020-08-20|2022-02-08|c3c3e7f7-072c-4981-9d4c-730bd7225206|406731
96|481|גשם חודשי|CSV|2020-05-27|2023-02-27|53a21a1a-b083-44c0-a3ce-19fdc01eebcd|13818663
96|481|הסבר אודות קובץ גשם חודשי|PDF|2020-08-20|2022-02-08|95897121-acc3-4288-9616-d7ca7ba59e18|407768
96|481|קרינה|CSV|2020-05-27|2023-02-27|219bc8fd-43a7-4c6e-9882-bdc4cdd8c8b0|24371893
96|481|הסבר אודות קובץ קרינה|PDF|2020-08-18|2020-08-20|431d2539-7698-443a-b689-f950a16c29ec|135416
96|481|גשם שנתי מאוגרים|CSV|2022-02-15|2023-02-27|c141f389-e1c8-45b9-b041-ad9565a38fbc|52868
97|486|מגמות בבטיחות בדרכים 2005-2011 - נתונים כלליים|XLS|2015-12-28|2016-02-03|519d46d5-7d82-4b6b-b838-1e9e427541ca|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - תאונות דרכים|XLS|2015-12-28|2016-02-03|efdbe5c5-2b66-4cdc-bc1c-2890ef920abc|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - נפגעי תאונות דרכים|XLSX|2015-12-28|2015-12-28|f775fe62-7dc1-4dcb-95d7-d939a439733f|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - כלי רכב ותאונות דרכים|XLS|2015-12-28|2015-12-28|5752bc4c-78de-48c1-9bda-ba1e59b962e8|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - נהגים|XLS|2015-12-28|2015-12-28|77b02b32-d2c9-4226-b068-d9d774a57379|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - כללי עם נפגעים|XLS|2015-12-28|2015-12-28|c260c156-d0db-43e9-b274-6e4b00b1adfa|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - ערים|XLS|2015-12-28|2015-12-28|6f70054c-5ee8-4f26-ac9c-b506c05f8691|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - תאונות בכבישים לא עירוניים|XLS|2015-12-28|2015-12-28|7d3bbefe-2f97-4429-8ce6-22d80adc534e|None
97|486|מגמות בבטיחות בדרכים 2005-2011 - טבלאות מסכמות, פרק 7: ערים|XLS|2015-12-28|2015-12-28|871fda05-2831-4313-9d50-9ca863dce885|None
98|49|תמיכות במשלחות|XLSX|2018-05-22|2018-05-22|dcf4471f-2605-4440-bb46-4b079c0dcdc1|None
99|50|תמיכה מצפים ציבוריים 2018|XLSX|2018-05-22|2018-05-22|1c8d179a-ad38-40dc-bbe0-32754cfdfe8f|None
100|500|מאגר תעודות זהות פירות וירקות|CSV|2017-07-24|2021-05-12|f3697dd1-77dd-4628-9c3c-79e5cb84b32e|20679
101|502|most.DB.651.xlsx|CSV|2018-11-15|2020-07-23|c2093eeb-6139-4ad3-9f9f-26d11d708549|4253
103|503|museumsinisrael.gov.il||2018-11-29|--|838a6aa0-bc0e-4437-bf3b-dc90d42a6e3c|None
104|504|רשימת סרטים||2019-11-10|--|7387cd01-4904-4679-8909-d06d26fa8f98|None
104|504|||2019-11-10|--|de04cfcf-ef86-4595-8c86-1b4a8f07a52d|None
107|507|רשימת גופי הכשרה לקבלת רישיון נהיגה ספורטיבית|XLSX|2018-11-15|2023-02-06|a8eb8b3b-552e-4706-86ec-5a352fedbc86|11365
108|508|most.DB.508.csv|CSV|2018-12-25|2018-12-25|4b947b0a-811c-472e-9e16-637202a80f50|811
109|51|סל מדע פרוט לפי חוגים תשעז|XLSX|2018-05-22|2018-05-22|7da4616f-7437-4835-b87b-cca12c7d5e78|None
110|510|most.DB.510.xlsx|XLSX|2018-11-29|2018-11-29|0309ee10-21a0-4ee9-8094-8fb474ca208a|19378
111|517|most.DB.517.xlsx|XLSX|2018-11-15|2018-11-15|d879e91b-419a-4e63-8e20-2ff798a234c1|48256
112|518|most.DB.519.csv|CSV|2018-12-25|2018-12-25|16448c01-61a2-4c62-9273-42ff9b4d3ec1|10017
113|519|||2019-11-10|--|9efdbb1f-16ec-4b7e-9f3b-ef19ef71aa67|None
113|519|תוכניות לימודית להכשרת מדריכים|CSV|2019-11-10|2019-11-10|e90b6ff7-53fb-4379-b0df-5c63fdc1af80|22500
114|52|most.DB.52.xlsx|XLSX|2019-07-23|2019-07-23|b7d66c69-dc54-4dd7-a239-b9c2acf604d8|10262
115|520|תוכניות לימודית להכשרת מאמנים|CSV|2019-11-10|2019-11-10|5212bf7c-e866-48b7-9357-8f6e51d273c1|14373
116|521|most.DB.521.csv|CSV|2019-11-10|2021-06-22|7e2c3301-6190-466d-babc-bf5efb5c7ef9|339
117|53|מנכלי משרד המדע לדורותיהם|XLSX|2018-10-09|2018-10-09|a353ee97-a141-4644-ae2c-87a6a5617478|12078
118|531|שינויי תקציב 2012|XLSX|2015-12-28|2015-12-28|4ad61e9b-59f8-4013-a404-c02349dbede1|None
119|532|מנהלי מחלקות ספורט ברשויות המקומיות|CSV|2019-11-10|2019-11-10|3b653afb-3348-4ac3-aaba-6deadab9a262|53771
120|534|תקציב וביצוע 2012|XLSX|2015-12-28|2016-01-28|5891c2ff-d5ff-4692-8ca5-e299b2ea5e7c|None
121|535|most.DB.535.csv|CSV|2018-12-25|2018-12-25|228ea2d3-c8ce-4e12-ba80-047bdb8518b5|675
122|536|most.DB.536.csv|CSV|2018-12-25|2018-12-25|1dab5278-36c9-405e-9fb9-8a92e7d317a7|2265
123|537|עולים שעלו משנת 1989 עד 2012 לפי שנות עלייה וחודשי עלייה|XLS|2015-12-08|2015-12-08|0fe9b004-ed53-4d76-99f3-aa54e3c2b2b6|None
124|538|עולים שעלו משנת 1989 עד 2012 לפי שנות עלייה ותתי יבשות מוצא|XLS|2015-12-08|--|bfb9a588-4d99-43f0-944f-42a74c85f8ac|None
126|539|עולים שעלו משנת 1989 עד 2012 לפי שנות עלייה ותתי יבשות מוצא|XLS|2015-12-15|--|e36e3fb1-97de-4982-ac81-382811053235|None
127|54|most.DB.54.xlsx|XLSX|2018-10-10|2018-10-16|22b2ebf5-7316-47d0-a617-892b3ad3e9f6|11197
128|541|רשימת מומחי שימור |CSV|2019-11-10|2019-11-10|7087562b-3cc7-4628-b516-91b876d7ac7e|6676
129|542|רשימת יחידים בעלי רישיון יועצים/משווקים/מנהלי תיקים|XML|2015-12-08|2015-12-08|0c7b3fc2-ea27-461e-9aed-4bd6a587df57|None
130|543|List of Licencees |XML|2015-12-08|2015-12-08|cdcb57e4-67b2-4bf4-ae16-781f37c69ff7|None
131|544|מאגר רשימת חברות חיתום|XML|2015-12-08|2015-12-08|6a6bd680-5a2e-42ae-a4da-db7b8d6d8eca|None
132|545|List of Underwriters|XML|2015-12-08|2015-12-08|128dc452-8017-454b-b254-8b0fbc9021d6|None
136|551|המועצה לספריות ציבוריות - חברי המועצה|CSV|2019-11-11|2019-11-11|f95f4729-31e4-4206-ba8f-90dff42ab956|1063
137|552|המועצה הישראלית לקולנוע - חברי מועצה |CSV|2019-11-11|2019-11-11|885c45a5-5bb1-4524-9535-2fdb13300922|581
138|557|בעלי היתר לביצוע מדידות קרינה בלתי מייננת|XLSX|2015-12-08|2021-08-16|1a2b459d-2685-4fe3-ac0b-ebaca7f3aee0|62666
139|558|רשימת חברי מועצה למניעת אלימות בספורט|CSV|2019-11-11|2019-11-11|3e657d72-028f-4873-847f-8ad1e0d98c75|463
140|559|חברי מועצה לקידום ספורט נשים |CSV|2019-11-11|2019-11-11|2bef8f8b-6f85-4011-9db3-426f5809762f|800
141|56|ארגונים ומוסדות הפועלים בעולם לקידום נשים במדע ובטכנולוגיה|XLSX|2018-10-10|2018-10-16|d2e082da-6aa5-4f83-97c7-c78e19b44b75|11989
142|564|תקציב מקורי 2013-2014|XLS|2015-12-07|2015-12-07|c722f073-8a71-4e5a-b2d1-f9a8870a17ba|None
143|566|רשימת יועצים משפטיים|CSV|2019-11-10|2019-11-10|bd249845-aacf-451c-a576-fd41f28bdd21|1984
144|568|most.DB.568.xlsx|XLSX|2018-11-29|2018-11-29|2326052f-46c9-404b-9f3a-585e85bdb13d|9828
145|591|מועצת המוזיאונים - חברי מועצה|CSV|2019-11-10|2019-11-10|c78d6c91-ba2f-4f00-a6a2-8d953bdb33f5|1564
146|609|||2019-11-07|2019-11-10|26b08072-4441-4047-aaf2-613e34db01e0|438
147|61|תחומי מחקר של משרד המדע|XLSX|2018-10-18|2018-10-18|0c67bffa-3af4-40c1-823e-1a0f5451f6ec|11339
148|62|שרי מדע והטכנולוגיה לדורותהם|XLSX|2018-10-18|2018-10-18|e4030e8a-e013-42bc-ab10-21825aea97be|13229
149|642|רשימת הספריות הציבוריות|CSV|2019-11-10|2019-11-10|daea8017-f845-49db-ac7b-7823bf9a4135|39632
150|643|המועצה לביקורת סרטים - חברי מועצה|CSV|2019-11-10|2019-11-10|3d18f2f6-e58b-4ebb-9b41-e3140937b12b|849
151|650|סיווג לסרטים |CSV|2019-12-26|2019-12-26|e3efaeee-e066-4ac5-80c9-c58c3dae8ff1|6980
152|651|שערי חליפין בקובץ XML|XML|2015-12-08|2015-12-08|8429a584-ca05-441a-ab90-0758a9ebabea|None
153|652|שערי חליפין יציגים ל- 24 מטבעות, כולל סל המטבעות (נתונים יומיים) 2013 ואילך|XLS|2015-12-08|2015-12-08|626dc624-277d-4c06-9efe-d282adfabb28|None
154|653|שערים ממוצעים לכל המטבעות היציגים - 2013|XLS|2015-12-08|2015-12-08|9e18f00b-a3ac-437c-988d-43702d3df364|None
155|659|רשימת חברות בעלות רישון ייעוץ/שיווק/ניהול תיקים|XML|2015-12-08|2015-12-08|8343dfc4-b587-473b-9b38-16b5b71e2c2e|None
156|671|מחלות בעלי חיים|CSV|2017-07-24|2022-03-14|08e21f2a-e635-4b17-92b6-72ef87e2ae72|83673
157|673|מאגר חומרי הדברה|CSV|2017-01-19|2023-03-24|cffe0c50-6856-4187-9315-51bc113cb718|31895209
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|קידוחים מטוייבים|CSV|2019-12-18|2022-04-01|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|10287
159|711|שינויי תקציב 2013|XLS|2015-12-07|2015-12-07|fefd1ab1-c9d6-43f1-888f-0076dab1194b|None
159|711|דברי הסבר לשינוי תקציב 2013|ZIP|2015-12-07|2015-12-07|f5721cab-5a8b-427d-bc65-0ac742b03671|None
160|808|תקציב וביצוע 2013|XLSX|2015-12-15|2015-12-15|48c15173-bfb0-454b-9b23-34fdc6ece99a|None
161|813|רשימת הממונים ברשויות הציבוריות מכח חוק חופש המידע, התשנ"ח-1998|XLSX|2015-12-13|2023-01-01|0340becb-132a-4e2d-864b-562b8c17da42|175653
162|814|תשובות לבקשות חופש מידע|XML|2015-12-13|--|58b3488e-f05f-4e64-b5a7-9a1492deb677|None
163|826|מטה דאטה על שכבות|XLS|2015-12-13|--|15b92ae9-9371-4c34-99bb-4a26c5087f65|None
164|827|לוח מרחקי הדרך הרשמי עפ"י תכם|XLS|2015-12-13|2016-01-28|d9e0d816-6fb5-49a6-8b8c-9a7e76eef06b|None
165|828|שמות יישובים עם קואורדינטות|XML|2015-12-13|--|74c34951-a350-4cab-bb79-68deb01d422b|None
166|829|פריסת הכבישים בארץ בקנ"מ של 1,000,000|XML|2015-12-13|--|81e473cd-6fc8-4d70-96d1-160db0e34f1c|None
167|830|תחנות GPS|XML|2015-12-13|--|560e4072-2532-4b48-8e95-7fe1c312f9cd|None
168|831|מפתח מפות 25,000|XML|2015-12-13|--|31b6034e-e945-4394-8855-42e26c918091|None
168|831|מפתח מפות  25,000 geojson||2019-08-21|2019-08-21|1e9a5b72-3a00-4e91-9b90-55d45e1145b0|35313
169|832|מפתח מפות 50,000|XML|2015-12-13|--|5a2bf5a6-d9d3-431b-85b4-3f8b9e3ed6ce|None
169|832|מפתח מפות geojson 50,000||2019-08-21|2019-08-21|f6b7d0df-cbc0-488b-a294-94a194dd9209|6139
170|833|מפתח מפות 100,000|XML|2015-12-13|--|2feea8a6-12c1-44c6-8141-0bdf7cbf3bb9|None
170|833|מפתח מפות 100,000|GeoJSON|2019-08-21|2019-08-21|58bea3ba-5ae0-417c-89f9-4cec0afb9e96|7607
